##=============================================================================
## Dados retirados do http://www.whoscored.com/Regions/250/Tournaments/30/Seasons/3871/Stages/8466/TeamStatistics/Europe-UEFA-Europa-League-2013-2014
## country: País de origem do jogador;
## team   : Time no qual joga;
## name   : Nome do jogador;
## pos    : Posição em que joga;
##   FW      : forward;
##   AM      : attack midfielder;
##   M       : midfielder;
##   DM      : defender midfielder;
##   D       : defender;
##   GK      : goalkeeper;
##   C, L, R : center, left, right;
## age    : Idade (anos);
## cm     : altura (cm);
## kg     : Peso (kg);
## apps   : Vezes que jogou como titular (vezes que jogou como substituto);
## goal   : Gols feitos;
## a      : Assistências ou passes para gol;
## yel    : Número de cartões amarelos;
## red    : Número de cartões vermelhos;
## spg    : Chutes a gol por partida;
## ps     : Porcentagem de passes com sucesso;
## aw     : Duelos aéreos ganho por jogo;
## mom    : Man of the match (homem da partida)??
## rt     : Average rating;
##=============================================================================
country	team	name	pos	age	cm	kg	apps	goal	ass	yel	red	spg	ps	aw	mom	rt
Belgium	Genk	Siebe Schrijvers	FW	17	181	76	1(1)	NA	NA	1	NA	1	66.7	NA	NA	6.22
Belgium	Genk	Ilombe Mboyo	FW	26	190	80	2(1)	NA	NA	1	NA	0.3	68.4	0.3	NA	6.03
Belgium	Genk	Youssef Makraou	FW	20	NA	NA	0(1)	NA	NA	NA	NA	NA	30.8	1	NA	6.02
Belgium	Genk	Steven Joseph-Monrose	AM(L)	23	180	73	0(1)	NA	NA	NA	NA	NA	33.3	1	NA	5.9
Belgium	Genk	Brian Gielen	GK	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Genk	Jordy Croux	M	20	167	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Genk	Kim Ojo	FW	25	192	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Genk	Lennert Baerts	GK	17	189	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Genk	Timothy Castagne	D	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Genk	Willem Ofori-Appiah	D	20	174	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
France	Lyon	Alexandre Lacazette	AM(CLR),FW	22	175	73	29	14	3	5	2	2.4	76.2	0.9	3	7.3
France	Lyon	Clément Grenier	M(C)	23	186	72	24(1)	4	4	6	NA	2.9	77.2	1.1	4	7.23
France	Lyon	Gueida Fofana	D(R),DM(C)	22	182	74	24(1)	2	1	NA	NA	1.2	86.1	1.7	1	7.22
France	Lyon	Henri Bedimo	D(L),M(L)	29	180	80	29	1	7	4	NA	0.4	78.4	1.3	3	7.18
France	Lyon	Maxime Gonalons	D(C),DM(C)	25	187	76	29	NA	2	3	1	0.6	87.4	3.2	3	7.16
France	Lyon	Miguel Lopes	D(R)	27	182	83	19	NA	1	3	NA	0.3	79.1	1.7	NA	7.1
France	Lyon	Yoann Gourcuff	AM(CL)	27	185	79	13(4)	3	5	NA	NA	1.7	83.3	0.5	1	7.01
France	Lyon	Mehdi Zeffane	D(R)	21	174	63	5(1)	NA	NA	1	NA	0.5	78.5	1.2	1	6.97
France	Lyon	Samuel Umtiti	D(CL)	20	181	75	22	NA	NA	1	1	0.4	85.1	2	NA	6.93
France	Lyon	Bafétimbi Gomis	FW	28	184	77	23(3)	11	1	2	NA	2.6	78.3	1.8	NA	6.8
France	Lyon	Anthony Lopes	GK	23	184	81	25	NA	NA	2	NA	NA	52.4	0.3	2	6.76
France	Lyon	Bakary Koné	D(C)	25	188	80	13(6)	NA	1	NA	NA	0.3	85.5	2.1	NA	6.76
France	Lyon	Mathieu Gorgelin	GK	23	187	83	1(1)	NA	NA	NA	NA	NA	44	0.5	NA	6.75
France	Lyon	Milan Bisevac	D(C)	30	185	85	23	NA	NA	4	NA	0.2	88.3	1.4	NA	6.71
France	Lyon	Mouhamadou Dabo	D(LR)	27	176	65	6(1)	NA	NA	NA	NA	0.1	80.8	0.9	NA	6.65
France	Lyon	Jimmy Briand	AM(R),FW	28	181	84	7(11)	6	4	1	NA	1.6	75.2	0.7	NA	6.64
France	Lyon	Corentin Tolisso	D	19	165	54	3(6)	1	NA	2	NA	0.6	79.1	0.7	NA	6.55
France	Lyon	Yassine Benzia	AM(R)	19	179	71	4(6)	2	2	NA	NA	1.1	75	0.5	1	6.54
France	Lyon	Fares Bahlouli	M	18	181	78	1(3)	NA	NA	NA	NA	1.3	80.9	0.3	NA	6.5
France	Lyon	Mahamadou-Naby Sarr	D	20	196	94	1(1)	NA	NA	NA	NA	NA	70.6	1	NA	6.43
France	Lyon	Nabil Fekir	M	20	173	72	3(3)	NA	NA	1	NA	0.8	82.3	0.5	NA	6.43
France	Lyon	Steed Malbranque	M(CLR)	34	171	75	12(6)	1	NA	2	NA	0.6	85.8	0.3	NA	6.43
France	Lyon	Jordan Ferri	DM(C)	22	172	70	12(11)	1	NA	3	NA	0.4	80.6	0.7	NA	6.42
France	Lyon	Arnold Mvuemba	DM(C)	29	172	67	7(2)	NA	NA	1	NA	0.6	89.8	0.1	NA	6.3
France	Lyon	Alassane Plea	M	21	180	72	0(6)	NA	NA	NA	NA	0.2	75	NA	NA	6.16
France	Lyon	Clinton N'Jie	FW	20	175	68	0(3)	NA	NA	NA	NA	0.3	66.7	NA	NA	6.16
France	Lyon	Gaël Danic	AM(CL)	32	176	65	1(8)	NA	NA	NA	NA	0.4	70.4	NA	NA	6.04
France	Lyon	Rémy Vercoutre	GK	33	185	78	5	NA	NA	2	NA	NA	50.8	NA	NA	5.96
France	Lyon	Jeremy Frick	GK	21	192	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
France	Lyon	Rachid Ghezzal	AM(L)	21	182	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
France	Lyon	Théo Defourny	GK	21	194	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Germany	Freiburg	Admir Mehmedi	AM(C),FW	23	182	76	24(3)	9	4	2	1	2.3	78	1.4	3	7.3
Germany	Freiburg	Pavel Krmas	D(C)	34	193	86	14(2)	1	1	3	NA	0.5	82.8	5.1	NA	7.18
Germany	Freiburg	Oliver Sorg	D(LR)	23	175	69	26	1	2	3	1	0.6	73.4	1.6	2	7.12
Germany	Freiburg	Immanuel Höhn	D(C)	22	183	72	12(3)	NA	NA	NA	NA	0.5	82.4	3.8	NA	7.11
Germany	Freiburg	Fallou Diagne	D(C)	24	185	75	12	NA	NA	3	1	0.4	81.7	2.9	1	6.97
Germany	Freiburg	Jonathan Schmid	D(R),M(R)	23	179	77	22(1)	3	7	2	NA	1.2	72	1.3	2	6.95
Germany	Freiburg	Vladimir Darida	M(C),FW	23	171	64	15(2)	2	2	1	NA	1.2	73.2	1.4	NA	6.92
Germany	Freiburg	Gelson Fernandes	DM(C)	27	183	70	24(2)	1	2	5	NA	0.2	83.6	0.8	NA	6.9
Germany	Freiburg	Matthias Ginter	D(C),DM(C)	20	188	85	28	NA	NA	1	NA	0.6	85.8	3.6	NA	6.88
Germany	Freiburg	Felix Klaus	AM(R)	21	179	79	9(7)	5	NA	4	NA	1.6	69.6	1.3	1	6.84
Germany	Freiburg	Julian Schuster	DM(C)	28	190	78	17(5)	2	1	5	NA	0.4	83.5	1.7	NA	6.78
Germany	Freiburg	Karim Guédé	AM(C),FW	29	184	85	10(4)	3	NA	2	NA	0.6	63.5	3.1	1	6.72
Germany	Freiburg	Charles-Elie Laprévotte	M	21	179	73	1	NA	NA	NA	NA	1	75	4	NA	6.68
Germany	Freiburg	Christian Günter	D(L)	21	184	81	19(4)	NA	NA	4	NA	0.3	69.6	1.3	NA	6.68
Germany	Freiburg	Oliver Baumann	GK	23	187	80	28	NA	NA	NA	NA	NA	57.7	0.6	1	6.67
Germany	Freiburg	Sebastian Freis	AM(R),FW	28	183	78	12(2)	2	4	NA	NA	1.5	72	0.5	NA	6.61
Germany	Freiburg	Nicolas Höfler	DM(C)	24	181	78	7(5)	2	1	5	NA	0.5	80.3	0.9	NA	6.54
Germany	Freiburg	Vaclav Pilar	AM(L)	25	170	68	5(1)	NA	NA	2	NA	NA	74.7	1	NA	6.51
Germany	Freiburg	Francis Coquelin	M(CLR)	22	178	74	9(7)	NA	1	2	1	0.4	73.9	2.4	NA	6.4
Germany	Freiburg	Mensur Mujdza	D(LR)	30	185	77	7	NA	NA	3	NA	NA	71.7	1.3	NA	6.34
Germany	Freiburg	Mike Hanke	FW	30	185	85	4(11)	2	NA	2	NA	1	70	1.3	NA	6.32
Germany	Freiburg	Sebastian Kerk	M	19	182	74	1(14)	NA	NA	2	NA	0.6	78.4	0.4	NA	6.24
Germany	Freiburg	Hendrick Zuck	M	23	176	64	1(1)	NA	NA	NA	NA	NA	80.8	1	NA	6.23
Germany	Freiburg	Philipp Zulechner	FW	23	182	74	1(4)	NA	NA	NA	NA	1.4	73.9	0.6	NA	6.16
Germany	Freiburg	Nicolai Lorenzoni	D	21	180	76	0(1)	NA	NA	NA	NA	NA	100	NA	NA	5.92
Germany	Freiburg	Tim Albutat	M	21	184	76	0(1)	NA	NA	NA	NA	1	72.7	4	NA	5.81
Germany	Freiburg	Alexander Schwolow	GK	21	189	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Germany	Freiburg	Caleb Stanko	M	20	178	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Germany	Freiburg	Daniel Batz	GK	23	189	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Germany	Freiburg	Tim Schraml	D	21	190	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Germany	Freiburg	Vegar Hedenstad	D(LR)	22	178	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bulgaria	PFC Ludogorets Razgrad	Junior Caiçara	D(R)	24	168	62	10	NA	1	2	NA	0.4	80.9	0.8	1	7.38
Bulgaria	PFC Ludogorets Razgrad	Vladislav Stoyanov	GK	26	186	73	9	NA	NA	NA	NA	NA	47.8	0.2	4	7.37
Bulgaria	PFC Ludogorets Razgrad	Cosmin Moti	D(C)	29	183	74	8	NA	1	4	NA	NA	88.8	0.9	NA	7.2
Bulgaria	PFC Ludogorets Razgrad	Tero Mantyla	D	22	185	79	4	NA	NA	NA	NA	NA	84.6	3	NA	7.03
Bulgaria	PFC Ludogorets Razgrad	Georgi Terziev	D	21	183	76	2(1)	NA	NA	NA	NA	0.3	88.8	2	NA	6.98
Bulgaria	PFC Ludogorets Razgrad	Alexandre Barthe	D(C)	28	184	79	6	NA	NA	NA	NA	NA	84.5	2	NA	6.97
Bulgaria	PFC Ludogorets Razgrad	Roman Bezjak	FW	25	179	71	7(2)	6	NA	2	NA	2.4	69.6	0.2	2	6.9
Bulgaria	PFC Ludogorets Razgrad	Virgil Misidjan	AM(L)	20	173	70	9	2	1	1	NA	2.3	82.4	0.6	NA	6.9
Bulgaria	PFC Ludogorets Razgrad	Yordan Minev	D(L)	33	178	70	7	NA	NA	1	NA	0.6	71.4	0.7	NA	6.9
Bulgaria	PFC Ludogorets Razgrad	Choco	FW	24	176	75	3	NA	NA	NA	NA	NA	83.2	NA	NA	6.85
Bulgaria	PFC Ludogorets Razgrad	Marcelinho	AM(C)	29	177	72	10	NA	2	1	NA	2.4	80.2	0.5	NA	6.83
Bulgaria	PFC Ludogorets Razgrad	Hristo Zlatinski	DM(C)	29	179	73	7(2)	2	1	3	NA	1.7	87.4	0.6	NA	6.82
Bulgaria	PFC Ludogorets Razgrad	Svetoslav Dyakov	DM(C)	29	175	70	8	1	NA	4	1	0.8	82	0.4	NA	6.77
Bulgaria	PFC Ludogorets Razgrad	Fábio Espinho	DM(C)	28	171	65	5(4)	NA	1	3	NA	0.9	81.8	0.3	NA	6.73
Bulgaria	PFC Ludogorets Razgrad	Mihail Aleksandrov	AM(R)	24	179	72	8(1)	NA	NA	NA	NA	1.3	70.4	1.7	1	6.71
Bulgaria	PFC Ludogorets Razgrad	Dani Abalo	M	26	174	68	2(2)	1	1	1	NA	1	79	0.5	NA	6.68
Bulgaria	PFC Ludogorets Razgrad	Juninho Quixadá	FW	28	170	62	3(5)	3	NA	1	1	1.1	74.1	0.1	NA	6.38
Bulgaria	PFC Ludogorets Razgrad	Ivan Cvorovic	GK	28	194	83	1	NA	NA	NA	NA	NA	30	1	NA	6.29
Bulgaria	PFC Ludogorets Razgrad	Ivan Stoyanov	M	30	177	73	1(4)	NA	NA	NA	NA	0.2	78.8	0.2	NA	6.13
Bulgaria	PFC Ludogorets Razgrad	Mitchell Burgzorg	M	26	171	74	0(1)	NA	NA	NA	NA	NA	100	NA	NA	6.06
Bulgaria	PFC Ludogorets Razgrad	Sebastian Hernandez	FW	27	178	75	0(1)	NA	NA	NA	NA	NA	78.6	NA	NA	6.06
Bulgaria	PFC Ludogorets Razgrad	Michel Platini	FW	30	187	79	0(4)	NA	NA	NA	NA	0.5	63	NA	NA	6.05
Bulgaria	PFC Ludogorets Razgrad	Jeroen Lumu	M	18	180	64	0(3)	NA	NA	NA	NA	0.3	75	NA	NA	6
Portugal	Vitoria de Guimaraes	Abdoulaye Ba	D(C)	23	197	79	5	1	NA	1	NA	0.8	80.3	2	1	7.76
Portugal	Vitoria de Guimaraes	André André	M	24	177	65	4(2)	1	1	1	NA	1.2	82.7	1.5	1	7.28
Portugal	Vitoria de Guimaraes	Luís Rocha	M	20	174	70	2	NA	NA	1	NA	NA	70.8	1.5	NA	7.28
Portugal	Vitoria de Guimaraes	Kanú	D	22	180	74	1	NA	NA	NA	NA	NA	85.3	1	NA	7.27
Portugal	Vitoria de Guimaraes	Douglas	GK	31	188	80	6	NA	NA	1	NA	NA	55.7	0.3	NA	7.22
Portugal	Vitoria de Guimaraes	David Addy	D	24	180	75	4	NA	NA	NA	NA	0.5	67.2	1.3	NA	7.21
Portugal	Vitoria de Guimaraes	João Amorim	D	21	178	75	1	NA	NA	NA	NA	NA	73.8	1	NA	7.14
Portugal	Vitoria de Guimaraes	Moussa Maazou	FW	25	186	80	4(1)	2	1	1	1	2.4	63.5	2.2	NA	6.92
Portugal	Vitoria de Guimaraes	Rafael Crivellaro	M	25	183	79	1	NA	NA	NA	NA	3	55.6	2	NA	6.88
Portugal	Vitoria de Guimaraes	Paulo Oliveira	D(C)	22	187	78	6	NA	NA	1	NA	0.2	74.3	0.8	NA	6.86
Portugal	Vitoria de Guimaraes	Leandro Freire	D	24	186	73	1	NA	NA	NA	NA	3	94.9	1	NA	6.81
Portugal	Vitoria de Guimaraes	Moreno	M	32	185	81	2(1)	NA	NA	1	NA	1	86.4	1	NA	6.8
Portugal	Vitoria de Guimaraes	Marco Matias	FW	24	177	67	3(2)	NA	1	NA	NA	1.4	74.7	0.8	NA	6.75
Portugal	Vitoria de Guimaraes	Jean Barrientos	M	23	173	69	2	NA	NA	1	NA	2	79.2	NA	NA	6.71
Portugal	Vitoria de Guimaraes	Chris Malonga	AM(L)	26	182	72	4	NA	NA	1	NA	2.8	82.5	0.8	NA	6.66
Portugal	Vitoria de Guimaraes	Pedro Correia	D	27	178	68	4	NA	NA	1	1	NA	78.2	1	NA	6.64
Portugal	Vitoria de Guimaraes	Leonel Olimpio	M	31	184	78	4	NA	NA	3	NA	0.8	73.7	1.8	NA	6.61
Portugal	Vitoria de Guimaraes	Tomané	FW	21	184	84	2(2)	1	NA	NA	NA	1.5	54.3	2	NA	6.51
Portugal	Vitoria de Guimaraes	Nii Plange	M	24	175	70	2(3)	1	NA	NA	NA	1.2	74.5	0.4	NA	6.47
Portugal	Vitoria de Guimaraes	Andre Santos	AM(C)	25	178	77	5(1)	NA	NA	1	NA	1.2	81.9	0.5	NA	6.32
Portugal	Vitoria de Guimaraes	Tiago Rodrigues	M	22	177	69	2(2)	NA	NA	1	NA	0.5	74.7	0.5	NA	6.31
Portugal	Vitoria de Guimaraes	Fernando Russi	FW	24	184	77	1(1)	NA	NA	NA	NA	1.5	52.9	1.5	NA	6.23
Portugal	Vitoria de Guimaraes	Ricardo	M	22	188	89	0(2)	NA	NA	NA	NA	0.5	100	NA	NA	6.21
Portugal	Vitoria de Guimaraes	Assis Giovanaz	GK	24	191	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Portugal	Vitoria de Guimaraes	Josué	D	21	186	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Portugal	Estoril	Babanco	D(L)	28	180	74	5	NA	1	1	NA	1.4	78	2.6	1	7.83
Portugal	Estoril	Rúben Fernandes	D	27	186	75	4	1	NA	1	NA	0.5	89.5	1.3	1	7.53
Portugal	Estoril	Mano	D(R)	26	168	60	6	NA	NA	NA	NA	0.2	82.3	1.3	NA	7.26
Portugal	Estoril	Gonçalo	DM(C)	27	184	79	5	NA	NA	2	NA	0.2	82.5	2.2	1	7.2
Portugal	Estoril	Carlitos	M	31	176	72	2(1)	NA	NA	1	NA	3	72.4	2.7	NA	7.04
Portugal	Estoril	Anderson Luis	D	25	175	71	1(1)	NA	NA	NA	NA	NA	81.4	0.5	NA	6.88
Portugal	Estoril	Diogo Amado	M	24	177	72	1	NA	NA	NA	NA	2	86	1	NA	6.84
Portugal	Estoril	Evandro Goebel	AM(C)	27	179	70	5(1)	NA	1	2	NA	0.8	82.3	0.2	NA	6.82
Portugal	Estoril	Vagner Silva	GK	27	186	80	6	NA	NA	NA	NA	NA	65	0.5	NA	6.75
Portugal	Estoril	Sebá	FW	21	179	73	5(1)	2	NA	1	NA	1.8	70.8	1.2	NA	6.74
Portugal	Estoril	Yohan Tavares	D(C)	26	188	79	5(1)	NA	NA	NA	NA	0.2	86.2	1.7	NA	6.72
Portugal	Estoril	Bruno Miguel	D	31	188	84	2	1	NA	NA	1	1	90.7	0.5	NA	6.63
Portugal	Estoril	Javier Balboa	M	28	182	73	2(4)	NA	1	NA	NA	NA	77.8	1	NA	6.61
Portugal	Estoril	Luís Leal	FW	26	176	75	5	1	1	NA	NA	2.2	70.9	1.6	NA	6.59
Portugal	Estoril	João Pedro Galvão	M	22	184	73	3(3)	NA	NA	NA	NA	0.8	80.3	0.7	NA	6.47
Portugal	Estoril	Filipe Gonçalves	DM(C)	29	183	80	6	NA	NA	1	NA	0.8	84.5	0.5	NA	6.45
Portugal	Estoril	Joao Pedro	D	26	191	86	1	NA	NA	NA	NA	1	79.7	NA	NA	6.33
Portugal	Estoril	Gerso Fernandes	FW	23	174	67	1(2)	NA	NA	NA	NA	1	81.8	0.7	NA	6.28
Portugal	Estoril	Bruno Lopes	FW	27	181	75	1(3)	NA	NA	NA	NA	1	65.5	0.3	NA	6.15
Portugal	Estoril	Ricardo Ribeiro	GK	24	183	73	0(1)	NA	NA	NA	NA	NA	73.3	NA	NA	6.14
Portugal	Estoril	Gladestony	M	20	183	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Portugal	Estoril	Ricardo Vaz	FW	19	172	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ukraine	Shakhtar Donetsk	Douglas Costa	AM(R)	23	170	65	6	2	2	1	NA	2.3	83.9	0.2	1	7.36
Ukraine	Shakhtar Donetsk	Olexandr Kucher	D(C)	31	184	77	6	NA	NA	2	NA	NA	87.5	1.3	NA	7.29
Ukraine	Shakhtar Donetsk	Darijo Srna	D(R)	31	182	78	6	NA	NA	2	NA	1.2	81.4	0.7	NA	7.25
Ukraine	Shakhtar Donetsk	Alex Teixeira	AM(CR)	24	173	70	6	3	1	2	NA	2.3	84.2	0.8	NA	7.02
Ukraine	Shakhtar Donetsk	Taison	AM(L)	26	172	64	4(2)	1	1	NA	NA	0.7	85.9	0.8	1	6.95
Ukraine	Shakhtar Donetsk	Viacheslav Shevchuk	D(L)	34	184	82	6	NA	NA	NA	NA	0.7	74.9	1.5	NA	6.83
Ukraine	Shakhtar Donetsk	Tomás Hübschman	DM(C)	32	180	74	4	NA	NA	NA	NA	0.5	84.7	0.5	NA	6.81
Ukraine	Shakhtar Donetsk	Yaroslav Rakitskiy	D(C)	24	180	70	6	NA	NA	2	NA	1.2	78.6	1.3	NA	6.78
Ukraine	Shakhtar Donetsk	Fred	M(C)	21	174	68	2(1)	NA	NA	NA	NA	1.3	90.4	NA	NA	6.68
Ukraine	Shakhtar Donetsk	Taras Stepanenko	DM(C)	24	181	76	2(1)	NA	1	1	NA	0.3	80.7	1.7	NA	6.64
Ukraine	Shakhtar Donetsk	Andriy Pyatov	GK	29	190	78	6	NA	NA	NA	NA	NA	67.7	0.3	1	6.63
Ukraine	Shakhtar Donetsk	Fernando	DM(C)	22	173	66	4(1)	NA	NA	1	NA	0.4	88.7	0.8	NA	6.53
Ukraine	Shakhtar Donetsk	Bernard	M	21	162	57	2(4)	NA	NA	NA	NA	0.5	80.8	0.2	NA	6.49
Ukraine	Shakhtar Donetsk	Luiz Adriano	FW	26	182	71	5(1)	1	NA	1	NA	0.8	72.6	1.7	NA	6.46
Ukraine	Shakhtar Donetsk	Eduardo	AM(L),FW	31	177	72	0(1)	NA	NA	NA	NA	NA	66.7	NA	NA	6.26
Ukraine	Shakhtar Donetsk	Ilsinho	M	28	178	82	0(3)	NA	NA	NA	NA	1	80	NA	NA	6.14
Ukraine	Shakhtar Donetsk	Facundo Ferreyra	FW	23	185	76	1(4)	NA	NA	1	NA	0.6	66.7	0.2	NA	5.95
Ukraine	Shakhtar Donetsk	Aleksandr Volovik	D	28	185	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ukraine	Shakhtar Donetsk	Anton Kanibolotskiy	GK	25	191	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ukraine	Shakhtar Donetsk	Sergey Krivtsov	D	23	186	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Czech Republic	Liberec	David Pavelka	AM(C)	22	184	74	8	1	3	1	NA	1	74.3	1.9	2	7.4
Czech Republic	Liberec	Radoslav Kovac	D(C),DM(C)	34	189	78	8	1	2	1	NA	0.5	82.8	2.5	NA	7.33
Czech Republic	Liberec	Renato Kelic	D(C)	23	190	84	5	NA	NA	1	NA	0.8	82	4.6	NA	7.33
Czech Republic	Liberec	Jiri Fleisman	D(L)	29	185	77	8	NA	1	NA	NA	0.8	64.3	1.8	NA	7.18
Czech Republic	Liberec	Evgen Budnik	FW	23	185	75	2	1	NA	1	NA	2	57.1	5.5	NA	7.1
Czech Republic	Liberec	Josef Sural	AM(R)	23	182	78	7(1)	2	1	2	NA	1.3	63.9	2.1	1	7.06
Czech Republic	Liberec	Michael Rabusic	FW	24	184	80	6	3	NA	3	NA	2.5	67.6	1.8	1	7.06
Czech Republic	Liberec	Lukas Hrosso	GK	26	195	NA	3(1)	NA	NA	NA	NA	NA	54.2	0.3	NA	6.92
Czech Republic	Liberec	Serhiy Rybalka	DM(C)	23	176	68	7	1	NA	1	1	1	83.8	0.3	NA	6.89
Czech Republic	Liberec	Jan Rajnoch	D	32	186	78	2	NA	NA	NA	NA	0.5	74.2	3.5	NA	6.84
Czech Republic	Liberec	Isaac Sackey	DM(C)	19	NA	NA	6	NA	NA	3	1	0.3	74.4	1.8	NA	6.82
Czech Republic	Liberec	Dzon Delarge	FW	23	173	NA	5	NA	NA	NA	NA	1	64	0.2	NA	6.69
Czech Republic	Liberec	Milos Karisik	D	25	183	78	1	NA	NA	1	NA	NA	52.9	1	NA	6.68
Czech Republic	Liberec	Martin Frydek	D	22	180	NA	6(1)	NA	NA	1	NA	1.1	54.4	1	NA	6.5
Czech Republic	Liberec	Vladimir Coufal	D	21	NA	NA	3(1)	NA	NA	2	NA	0.5	53.1	1	NA	6.5
Czech Republic	Liberec	Douglas Djika	M	21	170	62	0(1)	NA	NA	NA	NA	NA	72.2	1	NA	6.46
Czech Republic	Liberec	Vladyslav Kalitvintsev	M	21	178	NA	1(5)	1	NA	NA	NA	0.7	61.7	0.5	NA	6.37
Czech Republic	Liberec	Marek Jarolim	M	29	182	66	1	NA	NA	NA	NA	1	62.5	NA	NA	6.36
Czech Republic	Liberec	Jiri Pimpara	D	27	190	NA	0(5)	NA	1	NA	NA	0.4	52.2	1	NA	6.28
Czech Republic	Liberec	Ondrej Kusnír	D	29	186	72	3	NA	NA	3	NA	0.7	81.3	1.3	NA	6.21
Czech Republic	Liberec	Lubos Husek	M	30	187	66	1(2)	NA	NA	NA	NA	NA	65	0.3	NA	6.16
Czech Republic	Liberec	Premysl Kovar	GK	28	186	NA	5	NA	NA	NA	1	NA	68	0.8	NA	6.01
Czech Republic	Liberec	Lubos Kolar	M	24	179	NA	0(3)	NA	NA	NA	NA	NA	57.1	0.3	NA	5.99
Czech Republic	Liberec	Vojtech Hadascok	FW	22	178	68	0(1)	NA	NA	NA	NA	NA	NA	NA	NA	5.99
Czech Republic	Liberec	Lukas Pokorny	D	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Czech Republic	Liberec	Martin Janosik	D	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Czech Republic	Liberec	Vojtech Novotny	D	19	180	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Czech Republic	Liberec	Zbynek Hauzr	GK	40	189	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Standard Liege	Yanis Mbombo	FW	19	NA	NA	1	1	NA	NA	NA	5	73.3	1	NA	7.47
Belgium	Standard Liege	Tal Ben Haim	D(CLR)	32	183	74	4(1)	NA	NA	NA	NA	0.4	79.7	4.2	1	7.27
Belgium	Standard Liege	Daniel Opare	D	23	174	70	3	NA	NA	1	NA	NA	60.9	2.3	NA	7.22
Belgium	Standard Liege	Laurent Ciman	D	28	180	65	4	NA	NA	NA	NA	1.3	75	1	NA	7.22
Belgium	Standard Liege	Dino Arslanagic	D	20	188	79	3(1)	NA	NA	NA	NA	NA	82.6	2	NA	7.19
Belgium	Standard Liege	William Vainqueur	M	25	179	73	2(3)	NA	NA	1	NA	0.2	85.5	0.8	NA	7.1
Belgium	Standard Liege	Geoffrey Mujangi Bia	M	24	176	71	1(3)	3	NA	NA	NA	3.5	73	0.3	NA	7.03
Belgium	Standard Liege	Ibrahima Cissé	D	20	184	77	2(1)	NA	NA	NA	NA	1.3	84.4	2	NA	7.02
Belgium	Standard Liege	Paul-José M'Poku	FW	21	174	65	4(1)	1	2	NA	NA	1.8	69.6	1.4	NA	6.98
Belgium	Standard Liege	Alpaslan Oeztuerk	D	20	184	83	3	NA	NA	3	NA	0.7	82.7	2	NA	6.91
Belgium	Standard Liege	Ronnie Stam	D(R),M(R)	29	175	62	3	NA	NA	NA	NA	0.3	82.8	NA	NA	6.9
Belgium	Standard Liege	Jelle van Damme	D	30	191	87	3	NA	NA	NA	NA	NA	86.4	1.7	NA	6.87
Belgium	Standard Liege	Julien De Sart	M	19	182	68	1	NA	NA	NA	NA	2	71	1	NA	6.77
Belgium	Standard Liege	Frédéric Bulot	AM(CLR)	23	182	70	4	NA	1	NA	NA	1.8	75.6	2	NA	6.76
Belgium	Standard Liege	Deni Milosevic	M	19	NA	NA	0(1)	NA	NA	NA	NA	NA	85.7	NA	NA	6.74
Belgium	Standard Liege	Yoni Buyens	M	26	182	75	4	NA	NA	NA	NA	0.3	80.3	1	NA	6.63
Belgium	Standard Liege	Eiji Kawashima	GK	31	185	78	3	NA	NA	NA	NA	NA	51.3	0.3	NA	6.59
Belgium	Standard Liege	Michy Batshuayi	FW	NA	180	78	2(3)	NA	NA	1	NA	2	72.3	0.2	NA	6.53
Belgium	Standard Liege	Yohann Thuram	GK	25	187	85	3	NA	NA	NA	NA	NA	38.5	NA	NA	6.53
Belgium	Standard Liege	Alessandro Iandoli	M	29	181	76	2	NA	NA	1	NA	NA	81.5	0.5	NA	6.5
