ano	uf	cod	mun	bran1	bran2	nulo1	nulo2	vali1	vali2
2014	CE	2313500	Trairi	921	375	1643	1235	28566	27703
2014	CE	2313559	Tururu	282	131	630	354	9665	9681
2014	CE	2313609	Ubajara	840	446	1455	1144	16604	17137
2014	CE	2313708	Umari	87	36	360	233	4352	4453
2014	CE	2313757	Umirim	230	96	781	482	10756	10461
2014	CE	2313807	Uruburetama	490	182	850	594	12332	12510
2014	CE	2313906	Uruoca	161	77	620	383	7783	7623
2014	CE	2313955	Varjota	337	189	757	549	9481	9956
2014	CE	2314003	Várzea Alegre	704	294	1787	1178	21016	22022
2014	CE	2314102	Viçosa do Ceará	767	398	2430	1677	29396	30545
2014	CE	2399919	Entre Rios	NA	NA	NA	NA	NA	NA
2014	CE	2399929	Mecejana	NA	NA	NA	NA	NA	NA
2014	CE	2399939	Vertentes	NA	NA	NA	NA	NA	NA
2014	DF	5300108	Brasília	38439	29137	61555	103368	1574514	1523856
2014	ES	3200102	Afonso Cláudio	672	248	903	572	17377	17569
2014	ES	3200136	Águia Branca	117	45	171	92	6403	6338
2014	ES	3200169	Água Doce do Norte	176	77	435	174	6991	7209
2014	ES	3200201	Alegre	684	283	1041	508	16762	17055
2014	ES	3200300	Alfredo Chaves	446	161	445	254	8464	8652
2014	ES	3200359	Alto Rio Novo	72	47	241	109	4496	4532
2014	ES	3200409	Anchieta	665	343	716	526	16457	16358
2014	ES	3200508	Apiacá	92	45	305	134	4265	4252
2014	ES	3200607	Aracruz	2320	963	2895	1839	45536	46408
2014	ES	3200706	Atilio Vivacqua	172	90	242	132	6419	6403
2014	ES	3200805	Baixo Guandu	655	327	826	455	16574	16870
2014	ES	3200904	Barra de São Francisco	556	258	998	472	23543	23747
2014	ES	3201001	Boa Esperança	244	103	356	191	7721	7934
2014	ES	3201100	Bom Jesus do Norte	152	75	367	247	4806	4883
2014	ES	3201159	Brejetuba	231	94	380	162	6086	6099
2014	ES	3201209	Cachoeiro de Itapemirim	4430	1660	4089	2600	100520	101231
2014	ES	3201308	Cariacica	9552	2416	9037	3594	190158	109746
2014	ES	3201407	Castelo	903	317	953	555	21089	21335
2014	ES	3201506	Colatina	2845	933	3042	1860	63162	65113
2014	ES	3201605	Conceição da Barra	553	264	852	579	14212	14210
2014	ES	3201704	Conceição do Castelo	323	110	450	263	6530	6726
2014	ES	3201803	Divino de São Lourenço	85	41	167	72	2760	2684
2014	ES	3201902	Domingos Martins	931	374	908	432	19699	20626
2014	ES	3202009	Dores do Rio Preto	182	81	318	148	3920	4076
2014	ES	3202108	Ecoporanga	261	166	504	328	13493	13431
2014	ES	3202207	Fundão	419	182	566	311	9543	9783
2014	ES	3202256	Governador Lindenberg	185	71	305	162	6517	6608
2014	ES	3202306	Guaçuí	722	263	982	514	14248	14568
2014	ES	3202405	Guarapari	2821	1345	3242	2237	61155	61177
2014	ES	3202454	Ibatiba	390	192	719	294	12045	12388
2014	ES	3202504	Ibiraçu	302	132	446	275	6486	6570
2014	ES	3202553	Ibitirama	217	110	331	131	5092	4912
2014	ES	3202603	Iconha	333	129	437	281	8362	8598
2014	ES	3202652	Irupi	213	91	388	154	6374	6356
2014	ES	3202702	Itaguaçu	349	134	436	217	8353	8684
2014	ES	3202801	Itapemirim	562	357	817	566	18686	18610
2014	ES	3202900	Itarana	258	125	344	183	7047	7298
2014	ES	3203007	Iúna	548	216	789	387	14684	14610
2014	ES	3203056	Jaguaré	618	218	630	346	14579	14784
2014	ES	3203106	Jerônimo Monteiro	244	97	479	264	7058	7066
2014	ES	3203130	João Neiva	456	162	651	426	9575	9860
2014	ES	3203163	Laranja da Terra	216	97	282	154	7311	7424
2014	ES	3203205	Linhares	3880	1530	4791	2854	75756	77583
2014	ES	3203304	Mantenópolis	160	72	385	164	7606	7855
2014	ES	3203320	Marataízes	575	334	717	508	19311	18977
2014	ES	3203346	Marechal Floriano	580	204	465	266	9302	9573
2014	ES	3203353	Marilândia	352	124	406	226	7848	8061
2014	ES	3203403	Mimoso do Sul	619	249	949	456	15048	14970
2014	ES	3203502	Montanha	375	161	570	337	9623	9783
2014	ES	3203601	Mucurici	60	35	150	70	3438	3370
2014	ES	3203700	Muniz Freire	398	128	637	332	10004	10333
2014	ES	3203809	Muqui	317	119	386	249	8442	8439
2014	ES	3203908	Nova Venécia	915	361	1042	658	26678	26803
2014	ES	3204005	Pancas	244	112	512	256	11321	11138
2014	ES	3204054	Pedro Canário	433	223	707	428	11198	11287
2014	ES	3204104	Pinheiros	367	188	627	335	12251	12377
2014	ES	3204203	Piúma	390	203	514	387	9778	9680
2014	ES	3204252	Ponto Belo	89	47	253	100	4401	4353
2014	ES	3204302	Presidente Kennedy	196	101	313	178	7801	7350
2014	ES	3204351	Rio Bananal	452	152	446	240	10842	11183
2014	ES	3204401	Rio Novo do Sul	306	133	319	160	6981	7177
2014	ES	3204500	Santa Leopoldina	300	113	384	234	7285	7468
2014	ES	3204559	Santa Maria de Jetibá	751	286	756	437	21747	22347
2014	ES	3204609	Santa Teresa	612	214	809	417	13566	14255
2014	ES	3204658	São Domingos do Norte	167	61	225	104	5549	5681
2014	ES	3204708	São Gabriel da Palha	674	265	708	438	18116	18390
2014	ES	3204807	São José do Calçado	261	108	558	318	6365	6422
2014	ES	3204906	São Mateus	1969	935	2484	1849	55505	55445
2014	ES	3204955	São Roque do Canaã	295	97	361	188	7059	7318
2014	ES	3205002	Serra	10252	3272	10685	5368	216244	133863
2014	ES	3205010	Sooretama	670	261	706	393	12111	12480
2014	ES	3205036	Vargem Alta	446	153	461	274	11028	11151
2014	ES	3205069	Venda Nova do Imigrante	423	179	538	307	12485	12819
2014	ES	3205101	Viana	1534	662	1420	943	33040	33174
2014	ES	3205150	Vila Pavão	163	78	202	140	5842	5902
2014	ES	3205176	Vila Valério	203	93	299	179	9340	9458
2014	ES	3205200	Vila Velha	9418	3108	10445	5343	229031	142293
2014	ES	3205309	Vitória	6528	3563	7767	6354	196719	193262
2014	ES	3299919	Riacho	NA	NA	NA	NA	NA	NA
2014	ES	3299929	Ponte do Itabapoana	NA	NA	NA	NA	NA	NA
2014	GO	5200050	Abadia de Goiás	174	63	241	204	5184	5089
2014	GO	5200100	Abadiânia	264	117	282	248	7207	7123
2014	GO	5200134	Acreúna	470	207	690	469	11070	11020
2014	GO	5200159	Adelândia	22	18	92	58	2080	1978
2014	GO	5200175	Água Fria de Goiás	65	32	147	94	3054	2948
2014	GO	5200209	Água Limpa	25	9	67	54	1692	1589
2014	GO	5200258	Águas Lindas de Goiás	2896	1786	2442	3045	56885	56654
2014	GO	5200308	Alexânia	493	216	698	554	13096	13156
2014	GO	5200506	Aloândia	50	34	104	55	1499	1494
2014	GO	5200555	Alto Horizonte	62	29	139	133	4123	3923
2014	GO	5200605	Alto Paraíso de Goiás	85	49	202	215	3327	3130
2014	GO	5200803	Alvorada do Norte	107	49	279	200	4400	4082
2014	GO	5200829	Amaralina	11	10	110	72	1966	1897
2014	GO	5200852	Americano do Brasil	95	48	135	139	4003	3873
2014	GO	5200902	Amorinópolis	60	26	140	93	2929	2840
2014	GO	5201108	Anápolis	7654	3090	8317	7383	196849	150578
2014	GO	5201207	Anhanguera	16	16	28	30	772	746
2014	GO	5201306	Anicuns	336	148	570	540	12287	11974
2014	GO	5201405	Aparecida de Goiânia	8250	2510	12194	8215	204631	132166
2014	GO	5201454	Aparecida do Rio Doce	45	32	118	82	1846	1811
2014	GO	5201504	Aporé	67	38	125	87	2075	1972
2014	GO	5201603	Araçu	85	31	172	136	3261	3209
2014	GO	5201702	Aragarças	324	157	436	387	9854	9591
2014	GO	5201801	Aragoiânia	172	76	316	296	5482	5361
2014	GO	5202155	Araguapaz	71	37	230	152	4507	4240
2014	GO	5202353	Arenópolis	32	16	62	68	2550	2367
2014	GO	5202502	Aruanã	88	37	149	132	4067	3788
2014	GO	5202601	Aurilândia	53	31	101	95	2578	2478
2014	GO	5202809	Avelinópolis	51	28	101	98	2597	2370
2014	GO	5203104	Baliza	31	12	90	95	2010	1844
2014	GO	5203203	Barro Alto	152	72	218	214	5420	5188
2014	GO	5203302	Bela Vista de Goiás	576	222	922	763	14022	14320
2014	GO	5203401	Bom Jardim de Goiás	93	38	250	176	4990	4855
2014	GO	5203500	Bom Jesus de Goiás	539	250	628	518	11063	11116
2014	GO	5203559	Bonfinópolis	141	68	283	245	4569	4437
2014	GO	5203575	Bonópolis	22	14	71	90	1976	1798
2014	GO	5203609	Brazabrantes	79	45	81	77	2137	2082
2014	GO	5203807	Britânia	72	40	184	121	3405	3270
2014	GO	5203906	Buriti Alegre	239	86	358	285	5442	5576
2014	GO	5203939	Buriti de Goiás	46	40	106	73	2164	2023
2014	GO	5203962	Buritinópolis	26	23	127	97	2068	1913
2014	GO	5204003	Cabeceiras	145	83	211	156	4586	4385
2014	GO	5204102	Cachoeira Alta	165	90	289	235	5296	5230
2014	GO	5204201	Cachoeira de Goiás	27	11	46	44	1167	1063
2014	GO	5204250	Cachoeira Dourada	203	94	313	208	5212	5211
2014	GO	5204300	Caçu	240	97	421	321	6590	6706
2014	GO	5204409	Caiapônia	199	96	447	496	9110	8568
2014	GO	5204508	Caldas Novas	1859	830	2573	2237	38719	38976
2014	GO	5204557	Caldazinha	63	41	88	101	2139	2074
2014	GO	5204607	Campestre de Goiás	70	25	102	96	2435	2366
2014	GO	5204656	Campinaçu	32	23	83	83	2307	2093
2014	GO	5204706	Campinorte	145	85	247	237	6427	6112
2014	GO	5204805	Campo Alegre de Goiás	83	37	140	112	3570	3515
2014	GO	5204854	Campo Limpo de Goiás	115	55	182	172	3929	3862
2014	GO	5204904	Campos Belos	232	127	613	470	9517	9359
2014	GO	5204953	Campos Verdes	36	29	197	149	2985	2819
2014	GO	5205000	Carmo do Rio Verde	156	80	273	201	5378	5332
2014	GO	5205059	Castelândia	63	33	107	88	2510	2437
2014	GO	5205109	Catalão	2291	1022	3447	3067	47231	47784
2014	GO	5205208	Caturaí	135	59	220	165	2965	3032
2014	GO	5205307	Cavalcante	65	37	354	284	3894	3713
2014	GO	5205406	Ceres	341	142	536	438	12280	12341
2014	GO	5205455	Cezarina	184	63	296	278	5518	5405
2014	GO	5205471	Chapadão do Céu	113	61	132	123	4196	4136
2014	GO	5205497	Cidade Ocidental	1099	582	1281	1377	25977	26097
2014	GO	5205513	Cocalzinho de Goiás	375	211	567	547	9455	9338
2014	GO	5205521	Colinas do Sul	35	22	125	92	2187	2018
2014	GO	5205703	Córrego do Ouro	61	27	75	73	2015	1910
2014	GO	5205802	Corumbá de Goiás	193	115	322	282	5154	5037
2014	GO	5205901	Corumbaíba	135	64	299	209	4634	4660
2014	GO	5206206	Cristalina	1031	473	993	729	21512	21939
2014	GO	5206305	Cristianópolis	61	30	106	93	2379	2299
2014	GO	5206404	Crixás	226	109	399	351	8980	8610
2014	GO	5206503	Cromínia	67	35	117	105	2725	2657
2014	GO	5206602	Cumari	74	28	107	83	1892	1881
2014	GO	5206701	Damianópolis	55	32	130	99	2286	2138
2014	GO	5206800	Damolândia	73	42	145	120	2401	2385
2014	GO	5206909	Davinópolis	36	18	90	52	1898	1921
2014	GO	5207105	Diorama	32	14	75	62	1735	1687
2014	GO	5207253	Doverlândia	77	45	213	127	4562	4337
2014	GO	5207352	Edealina	77	39	159	122	2685	2654
2014	GO	5207402	Edéia	216	98	416	313	6629	6617
2014	GO	5207501	Estrela do Norte	38	18	105	83	2129	2108
2014	GO	5207535	Faina	69	42	172	161	4721	4310
2014	GO	5207600	Fazenda Nova	90	42	195	155	3958	3786
2014	GO	5207808	Firminópolis	156	62	334	268	6160	5971
2014	GO	5207907	Flores de Goiás	88	47	268	231	4586	4217
2014	GO	5208004	Formosa	1976	972	2800	2478	50370	50494
2014	GO	5208103	Formoso	44	28	133	103	3152	2891
2014	GO	5208152	Gameleira de Goiás	26	19	80	63	2144	2080
2014	GO	5208301	Divinópolis de Goiás	73	45	250	186	3149	2932
2014	GO	5208400	Goianápolis	236	127	289	330	7310	7174
2014	GO	5208509	Goiandira	128	53	237	185	3181	3271
2014	GO	5208608	Goianésia	1685	775	1807	1611	33409	33523
2014	GO	5208707	Goiânia	22869	10030	39601	35014	710720	630775
2014	GO	5208806	Goianira	732	374	1151	1057	20800	20324
2014	GO	5208905	Goiás	288	152	593	498	14674	14081
2014	GO	5209101	Goiatuba	920	368	1240	937	18594	19054
2014	GO	5209150	Gouvelândia	85	35	204	118	2855	2885
2014	GO	5209200	Guapó	264	112	551	450	8640	8686
2014	GO	5209291	Guaraíta	49	38	87	63	1952	1833
2014	GO	5209408	Guarani de Goiás	30	18	146	109	2782	2601
2014	GO	5209457	Guarinos	23	5	77	57	1578	1484
2014	GO	5209606	Heitoraí	69	46	138	103	2679	2639
2014	GO	5209705	Hidrolândia	399	167	644	642	10603	10430
2014	GO	5209804	Hidrolina	65	27	173	110	2883	2743
2014	GO	5209903	Iaciara	128	64	304	223	5653	5246
2014	GO	5209937	Inaciolândia	128	57	262	186	3401	3384
2014	GO	5209952	Indiara	287	142	373	365	7772	7732
2014	GO	5210000	Inhumas	1260	558	1833	1696	28659	29185
2014	GO	5210109	Ipameri	490	217	879	772	13855	13755
2014	GO	5210158	Ipiranga de Goiás	47	28	102	62	2106	2048
2014	GO	5210208	Iporá	512	254	766	686	17914	17551
2014	GO	5210307	Israelândia	32	20	102	73	2090	1943
2014	GO	5210406	Itaberaí	796	319	930	809	20476	20231
2014	GO	5210562	Itaguari	82	50	160	100	3244	3239
2014	GO	5210604	Itaguaru	115	48	186	159	3963	3910
2014	GO	5210802	Itajá	70	30	163	119	2781	2728
2014	GO	5210901	Itapaci	381	137	564	452	10162	9868
2014	GO	5211008	Itapirapuã	103	65	273	214	4908	4686
2014	GO	5211206	Itapuranga	663	314	815	764	16015	15966
2014	GO	5211305	Itarumã	68	41	188	126	3274	3236
2014	GO	5211404	Itauçu	155	80	209	188	5477	5401
2014	GO	5211503	Itumbiara	2501	984	2682	1992	51711	53248
2014	GO	5211602	Ivolândia	50	23	71	58	2221	2028
2014	GO	5211701	Jandaia	117	66	252	193	4566	4389
2014	GO	5211800	Jaraguá	911	399	979	933	22869	22526
2014	GO	5211909	Jataí	2128	895	2729	2250	46115	46703
2014	GO	5212006	Jaupaci	34	28	96	80	2090	2003
2014	GO	5212055	Jesúpolis	59	33	77	83	1722	1630
2014	GO	5212105	Joviânia	161	65	264	210	4206	4207
2014	GO	5212204	Jussara	272	136	533	494	11011	10626
2014	GO	5212253	Lagoa Santa	13	9	56	45	1033	978
2014	GO	5212303	Leopoldo de Bulhões	131	56	218	228	4507	4326
2014	GO	5212501	Luziânia	4251	2053	5081	4959	81721	82466
2014	GO	5212600	Mairipotaba	42	21	81	64	1912	1824
2014	GO	5212709	Mambaí	74	51	225	126	3918	3820
2014	GO	5212808	Mara Rosa	128	55	313	242	5767	5625
2014	GO	5212907	Marzagão	27	14	53	67	1489	1405
2014	GO	5212956	Matrinchã	44	17	106	86	2779	2599
2014	GO	5213004	Maurilândia	192	94	326	206	6124	6137
2014	GO	5213053	Mimoso de Goiás	31	23	97	68	1979	1873
2014	GO	5213087	Minaçu	516	218	716	672	17032	16149
2014	GO	5213103	Mineiros	1467	672	1762	1455	27069	27899
2014	GO	5213400	Moiporá	26	22	97	58	1605	1498
2014	GO	5213509	Monte Alegre de Goiás	57	41	259	195	3631	3367
2014	GO	5213707	Montes Claros de Goiás	88	41	207	190	4787	4517
2014	GO	5213756	Montividiu	149	78	253	292	6509	6308
2014	GO	5213772	Montividiu do Norte	22	13	148	85	2228	2096
2014	GO	5213806	Morrinhos	905	387	1246	1098	25025	25019
2014	GO	5213855	Morro Agudo de Goiás	28	26	99	54	1911	1852
2014	GO	5213905	Mossâmedes	111	39	204	140	3243	3140
2014	GO	5214002	Mozarlândia	230	113	426	348	7436	7111
2014	GO	5214051	Mundo Novo	39	19	186	124	3575	3228
2014	GO	5214101	Mutunópolis	34	23	120	72	2706	2737
2014	GO	5214408	Nazário	156	73	263	200	5254	5208
2014	GO	5214507	Nerópolis	544	244	941	736	14744	14886
2014	GO	5214606	Niquelândia	627	284	969	780	21314	20683
2014	GO	5214705	Nova América	27	29	129	98	1661	1633
2014	GO	5214804	Nova Aurora	34	14	98	73	1497	1518
2014	GO	5214838	Nova Crixás	113	55	277	222	6004	5604
2014	GO	5214861	Nova Glória	150	67	263	217	5113	4905
2014	GO	5214879	Nova Iguaçu de Goiás	33	18	65	59	2016	1876
2014	GO	5214903	Nova Roma	29	33	115	76	1880	1807
2014	GO	5215009	Nova Veneza	145	69	291	267	5113	5054
2014	GO	5215207	Novo Brasil	39	27	136	110	2664	2612
2014	GO	5215231	Novo Gama	1854	952	1550	1839	34576	34463
2014	GO	5215256	Novo Planalto	74	34	105	92	2447	2290
2014	GO	5215306	Orizona	302	143	510	468	8606	8640
2014	GO	5215405	Ouro Verde de Goiás	92	41	154	133	2538	2549
2014	GO	5215504	Ouvidor	155	64	266	236	4372	4418
2014	GO	5215603	Padre Bernardo	308	197	606	475	11718	11426
2014	GO	5215652	Palestina de Goiás	45	39	92	64	2499	2309
2014	GO	5215702	Palmeiras de Goiás	328	148	548	483	14650	14416
2014	GO	5215801	Palmelo	35	11	74	76	1642	1585
2014	GO	5215900	Palminópolis	39	16	76	79	3023	2874
2014	GO	5216007	Panamá	82	35	104	70	1781	1781
2014	GO	5216304	Paranaiguara	150	77	330	277	5595	5531
2014	GO	5216403	Paraúna	161	64	310	262	6395	6245
2014	GO	5216452	Perolândia	52	28	126	73	2014	2001
2014	GO	5216809	Petrolina de Goiás	217	92	343	290	5598	5512
2014	GO	5216908	Pilar de Goiás	46	23	108	70	2056	1850
2014	GO	5217104	Piracanjuba	472	165	667	567	13806	13856
2014	GO	5217203	Piranhas	157	91	397	344	6903	6646
2014	GO	5217302	Pirenópolis	454	240	584	527	14182	14114
2014	GO	5217401	Pires do Rio	803	281	1130	941	15330	15483
2014	GO	5217609	Planaltina	1892	1080	1838	2303	38647	38096
2014	GO	5217708	Pontalina	303	145	509	433	10779	10676
2014	GO	5218003	Porangatu	469	228	890	740	21816	21258
2014	GO	5218052	Porteirão	39	21	74	51	2139	2020
2014	GO	5218102	Portelândia	115	54	168	90	2392	2464
2014	GO	5218300	Posse	389	219	690	600	16806	16392
2014	GO	5218391	Professor Jamil	45	25	130	96	2414	2320
2014	GO	5218508	Quirinópolis	1254	540	1600	1170	23892	24614
2014	GO	5218607	Rialma	186	93	361	315	6278	6256
2014	GO	5218706	Rianápolis	86	39	174	155	2806	2693
2014	GO	5218789	Rio Quente	71	28	130	105	2452	2323
2014	GO	5218805	Rio Verde	3879	1737	4390	3998	87596	87497
2014	GO	5218904	Rubiataba	380	179	647	537	11018	10993
2014	GO	5219001	Sanclerlândia	110	54	209	204	5494	5237
2014	GO	5219100	Santa Bárbara de Goiás	103	43	145	146	3645	3552
2014	GO	5219209	Santa Cruz de Goiás	60	27	93	72	2138	2024
2014	GO	5219258	Santa Fé de Goiás	82	30	130	132	2877	2686
2014	GO	5219308	Santa Helena de Goiás	1335	654	1294	1170	21118	21208
2014	GO	5219357	Santa Isabel	65	31	138	107	2603	2522
2014	GO	5219407	Santa Rita do Araguaia	90	39	150	135	2824	2852
2014	GO	5219456	Santa Rita do Novo Destino	47	18	122	75	1970	1903
2014	GO	5219506	Santa Rosa de Goiás	109	57	127	112	2315	2285
2014	GO	5219605	Santa Tereza de Goiás	83	39	154	76	2193	2156
2014	GO	5219704	Santa Terezinha de Goiás	92	59	303	221	6045	5787
2014	GO	5219712	Santo Antônio da Barra	59	34	145	143	2842	2799
2014	GO	5219738	Santo Antônio de Goiás	112	61	222	188	3762	3688
2014	GO	5219753	Santo Antônio do Descoberto	1348	727	1261	1453	28753	28292
2014	GO	5219803	São Domingos	114	50	430	258	4608	4425
2014	GO	5219902	São Francisco de Goiás	121	80	201	183	3618	3515
2014	GO	5220009	São João d'Aliança	143	74	210	153	4250	4105
2014	GO	5220058	São João da Paraúna	28	6	63	48	1495	1429
2014	GO	5220108	São Luís de Montes Belos	630	249	922	772	17012	16905
2014	GO	5220157	São Luíz do Norte	103	41	235	126	2830	2745
2014	GO	5220207	São Miguel do Araguaia	279	153	597	490	12600	12023
2014	GO	5220264	São Miguel do Passa Quatro	50	24	119	88	2854	2804
2014	GO	5220280	São Patrício	41	25	81	62	1521	1498
2014	GO	5220405	São Simão	248	162	418	370	10564	10459
2014	GO	5220454	Senador Canedo	1716	1067	2031	2581	46195	44939
2014	GO	5220504	Serranópolis	90	39	249	158	3851	3936
2014	GO	5220603	Silvânia	327	146	442	399	11478	11296
2014	GO	5220686	Simolândia	106	58	243	188	3733	3527
2014	GO	5220702	Sítio d'Abadia	22	10	123	73	1694	1556
2014	GO	5221007	Taquaral de Goiás	87	46	178	138	2937	2842
2014	GO	5221080	Teresina de Goiás	18	10	85	67	1627	1516
2014	GO	5221197	Terezópolis de Goiás	162	66	229	209	4125	4113
2014	GO	5221304	Três Ranchos	76	26	112	88	2402	2384
2014	GO	5221403	Trindade	2132	912	3227	2651	57815	57887
2014	GO	5221452	Trombas	31	18	110	95	1975	1866
2014	GO	5221502	Turvânia	73	37	149	127	3560	3382
2014	GO	5221551	Turvelândia	62	34	153	82	3193	3076
2014	GO	5221577	Uirapuru	20	15	86	70	1780	1671
2014	GO	5221601	Uruaçu	618	295	875	734	18791	18679
2014	GO	5221700	Uruana	274	142	476	398	7812	7684
2014	GO	5221809	Urutaí	76	37	101	105	2073	1975
2014	GO	5221858	Valparaíso de Goiás	2181	1281	2269	2802	54219	53905
2014	GO	5221908	Varjão	103	52	160	145	2714	2604
2014	GO	5222005	Vianópolis	159	78	309	243	7384	7336
2014	GO	5222054	Vicentinópolis	108	47	246	182	4546	4468
2014	GO	5222203	Vila Boa	47	21	134	96	2289	2164
2014	GO	5222302	Vila Propício	67	38	196	144	2922	2774
2014	MA	2100055	Açailândia	1786	699	2640	935	53452	54154
2014	MA	2100105	Afonso Cunha	39	25	354	108	3835	3904
2014	MA	2100154	Água Doce do Maranhão	218	62	564	210	6216	6517
2014	MA	2100204	Alcântara	353	92	680	286	11333	10369
2014	MA	2100303	Aldeias Altas	208	85	1195	484	10420	10877
2014	MA	2100402	Altamira do Maranhão	70	30	347	115	3321	3337
2014	MA	2100436	Alto Alegre do Maranhão	158	80	956	410	10019	10370
2014	MA	2100477	Alto Alegre do Pindaré	187	114	1273	419	12210	12584
2014	MA	2100501	Alto Parnaíba	82	36	445	166	4857	4997
2014	MA	2100550	Amapá do Maranhão	53	25	295	126	3213	3125
2014	MA	2100600	Amarante do Maranhão	291	143	1296	440	16542	16828
2014	MA	2100709	Anajatuba	260	110	841	390	13112	12431
2014	MA	2100808	Anapurus	203	58	599	236	8636	8666
2014	MA	2100832	Apicum-Açu	101	26	334	123	7443	6792
2014	MA	2100873	Araguanã	50	19	322	107	4710	4605
2014	MA	2100907	Araioses	683	205	1939	631	19165	20450
2014	MA	2100956	Arame	155	61	866	334	13623	13206
2014	MA	2101004	Arari	438	175	854	404	14481	14437
2014	MA	2101103	Axixá	134	53	324	143	6880	6361
2014	MA	2101202	Bacabal	1101	507	2935	1223	44736	45133
2014	MA	2101251	Bacabeira	313	87	563	211	9263	9298
2014	MA	2101301	Bacuri	145	53	568	200	8649	8075
2014	MA	2101350	Bacurituba	67	23	205	56	3451	2864
2014	MA	2101400	Balsas	1061	372	2193	752	40241	40725
2014	MA	2101509	Barão de Grajaú	204	77	796	355	9036	9325
2014	MA	2101608	Barra do Corda	1037	374	2567	956	37263	38205
2014	MA	2101707	Barreirinhas	346	160	1477	544	28146	27165
2014	MA	2101731	Belágua	44	26	345	116	3900	3788
2014	MA	2101772	Bela Vista do Maranhão	87	44	368	139	5964	5820
2014	MA	2101806	Benedito Leite	46	13	281	87	2573	2699
2014	MA	2101905	Bequimão	378	122	737	246	10911	10041
2014	MA	2101939	Bernardo do Mearim	41	25	247	75	3352	3339
2014	MA	2101970	Boa Vista do Gurupi	24	22	179	56	3568	3395
2014	MA	2102002	Bom Jardim	363	168	1476	541	16443	16503
2014	MA	2102036	Bom Jesus das Selvas	149	80	852	230	11419	11670
2014	MA	2102077	Bom Lugar	73	29	434	178	6883	6991
2014	MA	2102101	Brejo	353	118	1232	423	16197	16296
2014	MA	2102150	Brejo de Areia	96	33	511	156	4135	4448
2014	MA	2102200	Buriti	310	105	1208	493	12839	13051
2014	MA	2102309	Buriti Bravo	118	83	1084	311	9980	10213
2014	MA	2102325	Buriticupu	470	241	1820	606	26796	26944
2014	MA	2102358	Buritirana	148	70	661	201	6553	6749
2014	MA	2102374	Cachoeira Grande	71	37	322	92	4500	4272
2014	MA	2102408	Cajapió	155	56	386	135	5570	4850
2014	MA	2102507	Cajari	161	50	664	215	9424	9138
2014	MA	2102556	Campestre do Maranhão	96	69	316	115	6328	6317
2014	MA	2102606	Cândido Mendes	127	47	617	201	9453	8557
2014	MA	2102705	Cantanhede	101	76	678	286	8136	7971
2014	MA	2102754	Capinzal do Norte	128	42	551	156	5599	5865
2014	MA	2102804	Carolina	206	148	872	370	11204	11397
2014	MA	2102903	Carutapera	194	75	688	248	10860	10280
2014	MA	2103000	Caxias	1608	804	5420	2215	71030	73087
2014	MA	2103109	Cedral	175	61	263	119	5516	5051
2014	MA	2103125	Central do Maranhão	61	15	324	117	3725	3614
2014	MA	2103158	Centro do Guilherme	46	27	297	75	4764	5189
2014	MA	2103174	Centro Novo do Maranhão	60	60	535	202	6767	6679
2014	MA	2103208	Chapadinha	875	309	2207	1020	35003	36111
2014	MA	2103257	Cidelândia	153	54	393	151	6716	6766
2014	MA	2103307	Codó	1093	540	4070	1579	46038	47467
2014	MA	2103406	Coelho Neto	418	176	1731	675	21467	21992
2014	MA	2103505	Colinas	277	126	1457	487	16805	17323
2014	MA	2103554	Conceição do Lago-Açu	90	52	649	203	6721	6822
2014	MA	2103604	Coroatá	452	318	2675	1028	28327	28780
2014	MA	2103703	Cururupu	447	151	931	332	14913	14108
2014	MA	2103752	Davinópolis	143	91	277	116	7258	7191
2014	MA	2103802	Dom Pedro	263	107	739	289	12501	12236
2014	MA	2103901	Duque Bacelar	79	32	516	199	5853	5873
2014	MA	2104008	Esperantinópolis	178	87	780	263	9064	9471
2014	MA	2104057	Estreito	211	126	951	356	14901	14987
2014	MA	2104073	Feira Nova do Maranhão	49	41	307	132	4076	4122
2014	MA	2104081	Fernando Falcão	54	22	282	104	4920	4800
2014	MA	2104099	Formosa da Serra Negra	64	47	392	169	8536	8298
2014	MA	2104107	Fortaleza dos Nogueiras	165	64	379	147	6613	6577
2014	MA	2104206	Fortuna	214	84	686	288	7578	7894
2014	MA	2104305	Godofredo Viana	84	26	338	97	4716	4293
2014	MA	2104404	Gonçalves Dias	136	54	554	209	8009	8235
2014	MA	2104503	Governador Archer	107	34	425	158	5218	5332
2014	MA	2104552	Governador Edison Lobão	204	88	471	159	8733	8705
2014	MA	2104602	Governador Eugênio Barros	134	55	527	179	7326	7559
2014	MA	2104628	Governador Luiz Rocha	111	45	386	110	3867	4032
2014	MA	2104651	Governador Newton Bello	58	36	441	130	4868	4758
2014	MA	2104677	Governador Nunes Freire	108	75	680	265	11530	11197
2014	MA	2104701	Graça Aranha	34	16	228	60	3920	3847
2014	MA	2104800	Grajaú	454	207	1897	626	30347	30427
2014	MA	2104909	Guimarães	249	79	439	213	6349	5961
2014	MA	2105005	Humberto de Campos	239	65	994	345	13825	11918
2014	MA	2105104	Icatu	244	92	1031	344	14100	12226
2014	MA	2105153	Igarapé do Meio	83	67	589	187	6533	6598
2014	MA	2105203	Igarapé Grande	100	53	505	157	5574	5667
2014	MA	2105302	Imperatriz	2883	1585	4753	2544	123640	124776
