ano	uf	cod	mun	bran1	bran2	nulo1	nulo2	vali1	vali2
1989	AC	1200013	Acrelândia	NA	NA	NA	NA	NA	NA
1989	AC	1200054	Assis Brasil	42	16	94	36	1300	1379
1989	AC	1200104	Brasiléia	154	87	519	194	6556	6637
1989	AC	1200138	Bujari	NA	NA	NA	NA	NA	NA
1989	AC	1200179	Capixaba	NA	NA	NA	NA	NA	NA
1989	AC	1200203	Cruzeiro do Sul	242	215	1185	548	14900	16032
1989	AC	1200252	Epitaciolândia	NA	NA	NA	NA	NA	NA
1989	AC	1200302	Feijó	127	124	384	224	4081	4030
1989	AC	1200328	Jordão	NA	NA	NA	NA	NA	NA
1989	AC	1200336	Mâncio Lima	47	24	232	145	2371	2573
1989	AC	1200344	Manoel Urbano	29	39	71	27	1181	1258
1989	AC	1200351	Marechal Thaumaturgo	NA	NA	NA	NA	NA	NA
1989	AC	1200385	Plácido de Castro	223	130	441	214	5770	5793
1989	AC	1200393	Porto Walter	NA	NA	NA	NA	NA	NA
1989	AC	1200401	Rio Branco	1215	939	5269	3600	71905	70799
1989	AC	1200427	Rodrigues Alves	NA	NA	NA	NA	NA	NA
1989	AC	1200435	Santa Rosa do Purus	NA	NA	NA	NA	NA	NA
1989	AC	1200450	Senador Guiomard	251	143	502	209	4817	4996
1989	AC	1200500	Sena Madureira	171	146	322	165	5663	5808
1989	AC	1200609	Tarauacá	118	86	337	179	5074	5164
1989	AC	1200708	Xapuri	54	56	270	124	4392	4329
1989	AC	1200807	Porto Acre	NA	NA	NA	NA	NA	NA
1989	AL	2700102	Água Branca	236	188	1279	464	10325	10923
1989	AL	2700201	Anadia	143	107	603	339	6608	6862
1989	AL	2700300	Arapiraca	1010	841	4193	2386	52056	53460
1989	AL	2700409	Atalaia	480	327	1559	742	15024	15901
1989	AL	2700508	Barra de Santo Antônio	234	187	599	332	6158	6547
1989	AL	2700607	Barra de São Miguel	80	56	189	102	1906	1964
1989	AL	2700706	Batalha	132	106	365	173	5367	5700
1989	AL	2700805	Belém	131	88	260	150	2411	2621
1989	AL	2700904	Belo Monte	77	43	118	52	2244	2399
1989	AL	2701001	Boca da Mata	319	239	729	348	9571	9959
1989	AL	2701100	Branquinha	164	118	290	157	3079	3471
1989	AL	2701209	Cacimbinhas	138	86	258	138	4001	4656
1989	AL	2701308	Cajueiro	261	123	1006	493	5790	6455
1989	AL	2701357	Campestre	NA	NA	NA	NA	NA	NA
1989	AL	2701407	Campo Alegre	361	214	733	310	8620	9180
1989	AL	2701506	Campo Grande	95	73	288	127	3712	4014
1989	AL	2701605	Canapi	244	104	546	206	6492	6702
1989	AL	2701704	Capela	325	194	856	502	7362	7764
1989	AL	2701803	Carneiros	105	53	188	105	2821	2964
1989	AL	2701902	Chã Preta	133	76	296	177	3679	3777
1989	AL	2702009	Coité do Nóia	115	87	402	183	3643	3913
1989	AL	2702108	Colônia Leopoldina	401	258	705	471	8326	8338
1989	AL	2702207	Coqueiro Seco	112	58	271	153	2143	2279
1989	AL	2702306	Coruripe	513	392	1124	612	14761	15338
1989	AL	2702355	Craíbas	179	168	687	321	6340	6703
1989	AL	2702405	Delmiro Gouveia	474	366	954	907	15334	15408
1989	AL	2702504	Dois Riachos	162	100	298	152	4070	4318
1989	AL	2702553	Estrela de Alagoas	NA	NA	NA	NA	NA	NA
1989	AL	2702603	Feira Grande	274	261	575	222	6974	7743
1989	AL	2702702	Feliz Deserto	85	52	230	89	1528	1786
1989	AL	2702801	Flexeiras	204	59	800	567	4941	5257
1989	AL	2702900	Girau do Ponciano	251	156	797	509	8617	9219
1989	AL	2703007	Ibateguara	179	150	370	163	5313	5481
1989	AL	2703106	Igaci	266	137	786	383	6714	7489
1989	AL	2703205	Igreja Nova	335	205	586	228	6344	7058
1989	AL	2703304	Inhapi	208	176	452	177	6431	6673
1989	AL	2703403	Jacaré dos Homens	44	35	100	51	2302	2362
1989	AL	2703502	Jacuípe	198	72	204	130	2206	2334
1989	AL	2703601	Japaratinga	150	88	213	56	2082	2269
1989	AL	2703700	Jaramataia	126	89	216	72	3224	4080
1989	AL	2703759	Jequiá da Praia	NA	NA	NA	NA	NA	NA
1989	AL	2703809	Joaquim Gomes	608	281	1093	613	6030	6420
1989	AL	2703908	Jundiá	258	197	469	280	3689	3805
1989	AL	2704005	Junqueiro	276	234	818	447	7037	7402
1989	AL	2704104	Lagoa da Canoa	235	189	349	170	5776	5945
1989	AL	2704203	Limoeiro de Anadia	198	133	357	172	5873	6143
1989	AL	2704302	Maceió	3213	2799	16857	12771	207181	209493
1989	AL	2704401	Major Isidoro	247	198	475	251	7622	7904
1989	AL	2704500	Maragogi	345	180	641	286	4497	4846
1989	AL	2704609	Maravilha	95	60	223	94	4066	4177
1989	AL	2704708	Marechal Deodoro	548	297	1015	539	10275	10923
1989	AL	2704807	Maribondo	228	135	631	299	6508	6915
1989	AL	2704906	Mar Vermelho	133	69	182	170	1765	1901
1989	AL	2705002	Mata Grande	240	165	752	320	7898	8363
1989	AL	2705101	Matriz de Camaragibe	480	350	893	560	6378	6882
1989	AL	2705200	Messias	246	163	384	208	4453	4695
1989	AL	2705309	Minador do Negrão	90	73	299	115	3379	3770
1989	AL	2705408	Monteirópolis	81	44	216	103	2371	2513
1989	AL	2705507	Murici	260	186	643	297	8259	8711
1989	AL	2705606	Novo Lino	375	138	488	295	4802	5132
1989	AL	2705705	Olho d'Água das Flores	154	133	547	292	5993	6210
1989	AL	2705804	Olho d'Água do Casado	54	41	186	65	2695	2782
1989	AL	2705903	Olho d'Água Grande	85	70	173	87	1926	2112
1989	AL	2706000	Olivença	82	79	253	154	3792	3890
1989	AL	2706109	Ouro Branco	115	73	434	188	3793	3961
1989	AL	2706208	Palestina	56	34	154	97	1844	1891
1989	AL	2706307	Palmeira dos Índios	736	408	2732	2323	25101	25684
1989	AL	2706406	Pão de Açúcar	113	70	434	258	6441	6786
1989	AL	2706422	Pariconha	NA	NA	NA	NA	NA	NA
1989	AL	2706448	Paripueira	NA	NA	NA	NA	NA	NA
1989	AL	2706505	Passo de Camaragibe	294	151	578	379	4802	5131
1989	AL	2706604	Paulo Jacinto	127	74	382	260	3421	3568
1989	AL	2706703	Penedo	334	395	1351	779	16601	17120
1989	AL	2706802	Piaçabuçu	137	111	599	321	5202	5444
1989	AL	2706901	Pilar	355	276	1125	650	10271	10780
1989	AL	2707008	Pindoba	105	55	157	73	1439	1803
1989	AL	2707107	Piranhas	53	41	244	119	4375	4527
1989	AL	2707206	Poço das Trincheiras	136	45	439	176	4390	4728
1989	AL	2707305	Porto Calvo	533	450	1301	823	8867	9371
1989	AL	2707404	Porto de Pedras	137	96	300	128	2842	3002
1989	AL	2707503	Porto Real do Colégio	223	119	387	204	7189	7438
1989	AL	2707602	Quebrangulo	153	104	435	261	4721	5287
1989	AL	2707701	Rio Largo	885	606	2020	1142	21243	22112
1989	AL	2707800	Roteiro	95	29	158	57	1934	2177
1989	AL	2707909	Santa Luzia do Norte	134	73	252	164	2429	2545
1989	AL	2708006	Santana do Ipanema	317	280	1198	561	12089	12646
1989	AL	2708105	Santana do Mundaú	248	152	492	239	4625	4894
1989	AL	2708204	São Brás	72	65	169	99	2769	2807
1989	AL	2708303	São José da Laje	487	292	1017	503	8929	9475
1989	AL	2708402	São José da Tapera	373	224	768	475	6694	7800
1989	AL	2708501	São Luís do Quitunde	424	425	1188	706	9856	10413
1989	AL	2708600	São Miguel dos Campos	710	540	1461	877	17307	17946
1989	AL	2708709	São Miguel dos Milagres	117	54	252	139	2691	2849
1989	AL	2708808	São Sebastião	427	297	982	462	8357	9276
1989	AL	2708907	Satuba	243	139	564	344	5794	6032
1989	AL	2708956	Senador Rui Palmeira	42	50	241	249	2030	3179
1989	AL	2709004	Tanque d'Arca	100	73	242	136	2845	2943
1989	AL	2709103	Taquarana	136	69	487	241	5347	5626
1989	AL	2709152	Teotônio Vilela	137	146	631	425	8635	8508
1989	AL	2709202	Traipu	325	188	915	687	7459	7793
1989	AL	2709301	União dos Palmares	868	558	2085	1059	18888	20123
1989	AL	2709400	Viçosa	264	245	604	513	9466	9131
1989	AM	1300029	Alvarães	55	38	63	32	1466	1749
1989	AM	1300060	Amaturá	26	19	86	44	1282	1401
1989	AM	1300086	Anamã	79	46	49	25	1488	1680
1989	AM	1300102	Anori	88	51	90	44	2406	2554
1989	AM	1300144	Apuí	27	21	96	49	1784	1757
1989	AM	1300201	Atalaia do Norte	22	13	38	14	870	1120
1989	AM	1300300	Autazes	137	82	258	93	4075	4316
1989	AM	1300409	Barcelos	34	19	58	26	1811	1831
1989	AM	1300508	Barreirinha	158	76	200	87	4123	4626
1989	AM	1300607	Benjamin Constant	135	111	188	61	3993	3981
1989	AM	1300631	Beruri	33	37	44	47	1220	1361
1989	AM	1300680	Boa Vista do Ramos	60	23	71	22	1680	1894
1989	AM	1300706	Boca do Acre	173	179	328	127	4677	5013
1989	AM	1300805	Borba	111	105	193	76	3814	4169
1989	AM	1300839	Caapiranga	32	25	51	23	1167	1395
1989	AM	1300904	Canutama	41	12	40	15	1452	1683
1989	AM	1301001	Carauari	110	56	171	65	3260	3693
1989	AM	1301100	Careiro	106	75	179	83	3413	3449
1989	AM	1301159	Careiro da Várzea	154	66	217	61	3017	3039
1989	AM	1301209	Coari	197	124	414	146	9121	9190
1989	AM	1301308	Codajás	93	46	143	40	3514	3640
1989	AM	1301407	Eirunepé	75	58	169	58	4331	4555
1989	AM	1301506	Envira	17	26	28	12	1297	1760
1989	AM	1301605	Fonte Boa	25	34	89	34	2035	2937
1989	AM	1301654	Guajará	72	24	147	61	1474	1902
1989	AM	1301704	Humaitá	167	118	295	118	7232	7034
1989	AM	1301803	Ipixuna	33	26	104	80	1363	1837
1989	AM	1301852	Iranduba	268	136	408	153	6307	6359
1989	AM	1301902	Itacoatiara	341	260	637	285	20401	20015
1989	AM	1301951	Itamarati	15	31	17	5	588	918
1989	AM	1302009	Itapiranga	25	12	22	9	1431	1413
1989	AM	1302108	Japurá	14	7	23	4	494	654
1989	AM	1302207	Juruá	28	23	31	9	667	1731
1989	AM	1302306	Jutaí	27	38	43	34	1577	1827
1989	AM	1302405	Lábrea	133	111	214	89	4524	4865
1989	AM	1302504	Manacapuru	357	284	642	323	15200	15216
1989	AM	1302553	Manaquiri	105	79	155	59	2316	2380
1989	AM	1302603	Manaus	3430	4370	12055	11158	375456	360187
1989	AM	1302702	Manicoré	126	132	250	64	5551	5974
1989	AM	1302801	Maraã	33	72	39	19	879	1282
1989	AM	1302900	Maués	240	216	260	93	9088	9529
1989	AM	1303007	Nhamundá	87	51	201	109	2834	3548
1989	AM	1303106	Nova Olinda do Norte	114	95	182	50	3374	3749
1989	AM	1303205	Novo Airão	44	30	97	41	1679	1925
1989	AM	1303304	Novo Aripuanã	51	57	116	57	2231	2582
1989	AM	1303403	Parintins	317	235	624	271	19027	19232
1989	AM	1303502	Pauini	44	13	40	28	995	1566
1989	AM	1303536	Presidente Figueiredo	45	40	120	55	4202	3757
1989	AM	1303569	Rio Preto da Eva	53	35	87	46	1876	1790
1989	AM	1303601	Santa Isabel do Rio Negro	23	24	62	15	1198	1441
1989	AM	1303700	Santo Antônio do Içá	83	63	92	46	2330	2566
1989	AM	1303809	São Gabriel da Cachoeira	64	34	106	27	3046	3654
1989	AM	1303908	São Paulo de Olivença	106	107	191	75	3158	3566
1989	AM	1303957	São Sebastião do Uatumã	39	12	29	12	1057	1108
1989	AM	1304005	Silves	16	14	32	9	1750	1797
1989	AM	1304062	Tabatinga	225	108	262	170	6035	6112
1989	AM	1304104	Tapauá	44	34	88	31	1655	1839
1989	AM	1304203	Tefé	224	157	460	133	9552	9664
1989	AM	1304237	Tonantins	57	24	60	45	1470	1655
1989	AM	1304260	Uarini	24	30	33	8	722	931
1989	AM	1304302	Urucará	45	51	96	27	2833	3080
1989	AM	1304401	Urucurituba	44	39	49	13	3001	3056
1989	AP	1600055	Serra do Navio	NA	NA	NA	NA	NA	NA
1989	AP	1600105	Amapá	32	28	85	48	2506	2396
1989	AP	1600154	Pedra Branca do Amaparí	NA	NA	NA	NA	NA	NA
1989	AP	1600204	Calçoene	14	11	68	12	1639	1499
1989	AP	1600212	Cutias	NA	NA	NA	NA	NA	NA
1989	AP	1600238	Ferreira Gomes	19	17	36	13	880	855
1989	AP	1600253	Itaubal	NA	NA	NA	NA	NA	NA
1989	AP	1600279	Laranjal do Jari	110	75	184	62	3738	3612
1989	AP	1600303	Macapá	550	445	2420	1852	58758	56257
1989	AP	1600402	Mazagão	62	24	131	69	2884	2857
1989	AP	1600501	Oiapoque	26	25	55	13	1969	1839
1989	AP	1600535	Porto Grande	NA	NA	NA	NA	NA	NA
1989	AP	1600550	Pracuúba	NA	NA	NA	NA	NA	NA
1989	AP	1600600	Santana	230	109	551	337	14032	13536
1989	AP	1600709	Tartarugalzinho	29	13	64	20	865	855
1989	AP	1600808	Vitória do Jari	NA	NA	NA	NA	NA	NA
1989	BA	2900108	Abaíra	122	89	220	109	3980	3916
1989	BA	2900207	Abaré	217	146	335	108	4447	4422
1989	BA	2900306	Acajutiba	212	131	536	246	4827	4992
1989	BA	2900355	Adustina	268	50	335	43	2719	2577
1989	BA	2900405	Água Fria	426	344	928	406	4362	4517
1989	BA	2900504	Érico Cardoso	156	72	261	75	3629	3918
1989	BA	2900603	Aiquara	133	99	351	114	2282	2314
1989	BA	2900702	Alagoinhas	1489	1067	6070	3653	44172	45015
1989	BA	2900801	Alcobaça	291	195	970	261	3719	3904
1989	BA	2900900	Almadina	84	74	195	97	3593	3454
1989	BA	2901007	Amargosa	246	170	1932	765	9900	10422
1989	BA	2901106	Amélia Rodrigues	458	343	1583	945	8983	9262
1989	BA	2901155	América Dourada	236	157	571	221	5573	6107
1989	BA	2901205	Anagé	622	257	1049	357	7892	7362
1989	BA	2901304	Andaraí	262	174	327	94	3041	3135
1989	BA	2901353	Andorinha	407	104	655	119	4753	4244
1989	BA	2901403	Angical	277	110	338	72	5371	4665
1989	BA	2901502	Anguera	310	209	775	328	4622	4706
1989	BA	2901601	Antas	180	124	283	126	4994	6217
1989	BA	2901700	Antônio Cardoso	279	205	720	283	4788	4735
1989	BA	2901809	Antônio Gonçalves	199	116	401	120	4022	4010
1989	BA	2901908	Aporá	409	224	550	243	5065	5174
1989	BA	2901957	Apuarema	158	44	311	80	2633	2352
1989	BA	2902005	Aracatu	151	50	346	76	3957	3529
1989	BA	2902054	Araças	477	153	377	245	2548	2588
1989	BA	2902104	Araci	814	533	2076	874	11293	11996
1989	BA	2902203	Aramari	215	169	666	358	3271	3395
1989	BA	2902252	Arataca	283	136	744	222	4339	4571
1989	BA	2902302	Aratuípe	135	80	536	194	2512	2678
1989	BA	2902401	Aurelino Leal	346	187	1096	398	5838	6039
1989	BA	2902500	Baianópolis	267	154	403	162	3992	3662
1989	BA	2902609	Baixa Grande	419	210	1484	608	5939	6775
1989	BA	2902658	Banzaê	475	161	731	128	4585	4868
1989	BA	2902708	Barra	454	307	795	258	9716	9905
1989	BA	2902807	Barra da Estiva	241	121	420	146	6152	6216
1989	BA	2902906	Barra do Choça	571	207	1234	344	7635	7848
1989	BA	2903003	Barra do Mendes	187	149	521	192	4962	5629
1989	BA	2903102	Barra do Rocha	241	137	541	171	3393	3302
1989	BA	2903201	Barreiras	848	578	2044	717	25641	25022
1989	BA	2903235	Barro Alto	95	43	293	96	3768	4028
1989	BA	2903276	Barrocas	NA	NA	NA	NA	NA	NA
1989	BA	2903300	Governador Lomanto Júnior	NA	NA	NA	NA	NA	NA
1989	BA	2903409	Belmonte	442	242	1130	413	6766	6504
1989	BA	2903508	Belo Campo	344	148	483	156	5597	4999
1989	BA	2903607	Biritinga	403	175	800	295	4249	4355
1989	BA	2903706	Boa Nova	252	130	520	167	3649	3515
1989	BA	2903805	Boa Vista do Tupim	292	214	577	208	4923	5109
1989	BA	2903904	Bom Jesus da Lapa	449	272	1657	580	13080	12744
1989	BA	2903953	Bom Jesus da Serra	388	67	377	52	2190	1587
1989	BA	2904001	Boninal	193	87	256	156	3228	3447
1989	BA	2904050	Bonito	341	59	453	68	4183	3286
1989	BA	2904100	Boquira	252	202	385	163	6096	6468
1989	BA	2904209	Botuporã	149	61	258	61	2783	3367
1989	BA	2904308	Brejões	236	150	419	206	4298	4185
1989	BA	2904407	Brejolândia	166	76	253	91	4015	3878
1989	BA	2904506	Brotas de Macaúbas	96	67	322	121	4321	4524
1989	BA	2904605	Brumado	550	357	1708	807	22120	21983
1989	BA	2904704	Buerarema	392	216	935	346	9081	9018
1989	BA	2904753	Buritirama	183	131	350	92	3591	3899
1989	BA	2904803	Caatiba	228	59	325	97	3440	3158
1989	BA	2904852	Cabaceiras do Paraguaçu	504	209	570	164	3949	3665
1989	BA	2904902	Cachoeira	516	379	2023	1017	11019	11443
1989	BA	2905008	Caculé	240	148	386	228	8160	7664
1989	BA	2905107	Caém	NA	NA	NA	NA	NA	NA
1989	BA	2905156	Caetanos	350	30	446	35	2396	1474
1989	BA	2905206	Caetité	524	442	1310	576	15909	15933
1989	BA	2905305	Cafarnaum	179	101	246	78	4018	4067
1989	BA	2905404	Cairu	143	111	358	158	3292	3265
1989	BA	2905503	Caldeirão Grande	150	84	243	94	2855	2993
1989	BA	2905602	Camacan	419	267	1616	643	13349	13225
1989	BA	2905701	Camaçari	1313	1007	5335	3002	41766	42992
1989	BA	2905800	Camamu	481	341	1786	653	7750	7864
1989	BA	2905909	Campo Alegre de Lourdes	231	190	596	336	9139	9327
1989	BA	2906006	Campo Formoso	1037	761	2290	1019	20035	20474
1989	BA	2906105	Canápolis	102	49	167	101	3498	3351
1989	BA	2906204	Canarana	260	86	498	192	6503	6895
1989	BA	2906303	Canavieiras	440	205	1583	726	9796	9397
1989	BA	2906402	Candeal	151	91	532	200	3819	3966
1989	BA	2906501	Candeias	873	741	4207	2444	26940	27890
1989	BA	2906600	Candiba	228	113	425	123	6019	5694
1989	BA	2906709	Cândido Sales	386	281	564	258	7013	6991
1989	BA	2906808	Cansanção	431	337	827	338	9892	9959
1989	BA	2906824	Canudos	169	86	252	148	4188	4072
1989	BA	2906857	Capela do Alto Alegre	314	139	553	211	4154	4356
1989	BA	2906873	Capim Grosso	452	284	910	349	6651	7103
1989	BA	2906899	Caraíbas	191	11	408	34	2241	1073
1989	BA	2906907	Caravelas	546	383	938	416	6359	6739
1989	BA	2907004	Cardeal da Silva	198	182	365	182	2163	2228
1989	BA	2907103	Carinhanha	241	110	282	72	4964	4258
1989	BA	2907202	Casa Nova	512	420	1208	465	15821	17114
1989	BA	2907301	Castro Alves	437	339	1509	657	9555	9600
1989	BA	2907400	Catolândia	48	41	242	55	1456	1480
1989	BA	2907509	Catu	757	519	3254	2055	16358	17239
1989	BA	2907558	Caturama	240	25	186	27	3181	2612
1989	BA	2907608	Central	222	132	473	166	8108	7927
1989	BA	2907707	Chorrochó	119	88	726	75	3205	3682
1989	BA	2907806	Cícero Dantas	697	471	1537	575	10451	11369
1989	BA	2907905	Cipó	334	209	519	241	5191	5330
1989	BA	2908002	Coaraci	285	215	811	340	11521	11299
1989	BA	2908101	Cocos	187	141	159	55	4002	4013
1989	BA	2908200	Conceição da Feira	370	279	1498	713	5599	6152
1989	BA	2908309	Conceição do Almeida	464	342	1074	321	7902	8271
1989	BA	2908408	Conceição do Coité	1079	635	3474	1285	19725	21085
1989	BA	2908507	Conceição do Jacuípe	408	294	1527	734	8982	9288
1989	BA	2908606	Conde	629	425	927	477	4987	5251
1989	BA	2908705	Condeúba	172	108	251	77	4833	4868
1989	BA	2908804	Contendas do Sincorá	82	61	110	35	2038	1944
1989	BA	2908903	Coração de Maria	396	353	1158	514	9412	9126
1989	BA	2909000	Cordeiros	79	38	147	45	2708	2509
1989	BA	2909109	Coribe	266	93	301	90	4480	3606
1989	BA	2909208	Coronel João Sá	146	107	297	94	3539	3757
1989	BA	2909307	Correntina	368	183	404	177	9439	8528
1989	BA	2909406	Cotegipe	235	95	260	96	3885	3247
1989	BA	2909505	Cravolândia	264	127	456	163	2109	2347
1989	BA	2909604	Crisópolis	257	141	342	159	5206	5231
1989	BA	2909703	Cristópolis	230	121	477	117	3650	3551
1989	BA	2909802	Cruz das Almas	765	569	3057	1328	18065	19077
1989	BA	2909901	Curaçá	322	273	734	201	7796	8236
1989	BA	2910008	Dário Meira	242	175	419	194	4121	3718
1989	BA	2910057	Dias d'Ávila	297	225	1131	639	11385	11541
1989	BA	2910107	Dom Basílio	160	172	289	107	3649	3949
1989	BA	2910206	Dom Macedo Costa	93	119	350	167	2562	2440
1989	BA	2910305	Elísio Medrado	150	93	395	148	3594	3520
1989	BA	2910404	Encruzilhada	474	286	529	164	5477	5562
1989	BA	2910503	Entre Rios	706	368	2009	1093	10498	10961
1989	BA	2910602	Esplanada	416	368	1390	748	8345	8705
1989	BA	2910701	Euclides da Cunha	725	423	1454	932	18091	18224
1989	BA	2910727	Eunápolis	803	549	1723	853	21594	19769
1989	BA	2910750	Fátima	229	145	365	145	5225	5223
1989	BA	2910776	Feira da Mata	107	21	172	5	1664	1224
1989	BA	2910800	Feira de Santana	3949	3449	21314	12213	132957	137865
1989	BA	2910859	Filadélfia	244	156	454	141	3948	4709
1989	BA	2910909	Firmino Alves	45	48	269	72	2643	2608
1989	BA	2911006	Floresta Azul	199	147	545	265	6439	6332
1989	BA	2911105	Formosa do Rio Preto	136	56	269	125	4270	4176
1989	BA	2911204	Gandu	633	340	1770	511	11128	11391
1989	BA	2911253	Gavião	151	85	331	109	2471	2422
1989	BA	2911303	Gentio do Ouro	110	58	207	59	3382	3586
1989	BA	2911402	Glória	197	130	401	169	5746	5992
1989	BA	2911501	Gongogi	163	114	438	249	3051	2903
1989	BA	2911600	Governador Mangabeira	613	379	1242	563	6849	7048
1989	BA	2911659	Guajeru	80	37	134	60	2080	1648
1989	BA	2911709	Guanambi	974	487	2230	931	24486	23821
1989	BA	2911808	Guaratinga	351	184	639	218	7039	6690
1989	BA	2911857	Heliópolis	269	164	343	138	4413	4456
1989	BA	2911907	Iaçu	465	272	1028	427	8685	8748
1989	BA	2912004	Ibiassucê	157	60	270	110	3950	4164
1989	BA	2912103	Ibicaraí	470	338	1187	583	12889	12822
1989	BA	2912202	Ibicoara	100	108	177	89	3229	3155
1989	BA	2912301	Ibicuí	186	116	555	194	5515	5391
1989	BA	2912400	Ibipeba	126	69	340	89	6113	6746
1989	BA	2912509	Ibipitanga	138	129	161	62	3064	3710
1989	BA	2912608	Ibiquera	101	65	191	69	1800	1929
1989	BA	2912707	Ibirapitanga	293	208	993	356	6174	5659
1989	BA	2912806	Ibirapuã	121	82	248	79	3070	3236
1989	BA	2912905	Ibirataia	389	231	1380	416	8465	8738
1989	BA	2913002	Ibitiara	194	135	328	78	4389	4390
1989	BA	2913101	Ibititá	168	96	300	104	7167	7289
1989	BA	2913200	Ibotirama	330	205	576	221	7910	7722
1989	BA	2913309	Ichu	114	75	326	102	2821	2897
1989	BA	2913408	Igaporã	220	128	445	163	4770	4899
1989	BA	2913457	Igrapiúna	208	72	487	140	2374	2117
1989	BA	2913507	Iguaí	343	174	788	202	9062	8618
1989	BA	2913606	Ilhéus	1555	1228	6617	3882	56486	55784
1989	BA	2913705	Inhambupe	712	465	1443	718	10107	10552
1989	BA	2913804	Ipecaetá	447	343	763	235	6550	6315
1989	BA	2913903	Ipiaú	510	408	1943	893	16515	16450
1989	BA	2914000	Ipirá	954	547	2677	1354	18445	19489
1989	BA	2914109	Ipupiara	85	36	176	43	3090	3260
1989	BA	2914208	Irajuba	163	80	405	217	2601	2751
1989	BA	2914307	Iramaia	154	89	258	101	4643	4408
1989	BA	2914406	Iraquara	202	107	480	179	4655	4982
1989	BA	2914505	Irará	554	352	1483	668	9587	10038
1989	BA	2914604	Irecê	400	239	1176	637	17010	17260
1989	BA	2914653	Itabela	786	241	930	182	8082	7335
1989	BA	2914703	Itaberaba	969	607	2329	1151	18128	18788
1989	BA	2914802	Itabuna	1290	967	6461	4084	73118	71808
1989	BA	2914901	Itacaré	166	95	495	117	3919	3830
1989	BA	2915007	Itaeté	230	154	446	112	3510	3504
1989	BA	2915106	Itagi	275	202	655	230	6254	6207
1989	BA	2915205	Itagibá	270	176	722	257	6609	6500
1989	BA	2915304	Itagimirim	133	100	209	96	2932	2663
1989	BA	2915353	Itaguaçu da Bahia	230	48	317	25	2823	2478
1989	BA	2915403	Itaju do Colônia	101	57	301	105	3404	3262
1989	BA	2915502	Itajuípe	215	162	1193	538	10858	10958
1989	BA	2915601	Itamaraju	1048	470	2904	1051	20071	19620
1989	BA	2915700	Itamari	94	61	348	109	3328	3145
1989	BA	2915809	Itambé	289	172	862	415	8269	8085
1989	BA	2915908	Itanagra	159	104	338	160	1536	1479
1989	BA	2916005	Itanhém	323	196	558	208	9898	10069
1989	BA	2916104	Itaparica	165	114	961	529	5444	5617
1989	BA	2916203	Itapé	232	133	676	268	6189	6140
1989	BA	2916302	Itapebi	363	222	423	98	4105	3925
1989	BA	2916401	Itapetinga	569	456	2116	1118	21390	21446
1989	BA	2916500	Itapicuru	392	272	534	211	7578	8281
1989	BA	2916609	Itapitanga	119	107	352	131	3970	3805
1989	BA	2916708	Itaquara	222	137	399	180	3077	3093
1989	BA	2916807	Itarantim	222	106	489	194	6606	6367
1989	BA	2916856	Itatim	619	103	554	116	4782	4237
1989	BA	2916906	Itiruçu	212	116	610	263	4454	4668
1989	BA	2917003	Itiúba	774	403	1459	487	11377	12175
1989	BA	2917102	Itororó	369	217	1129	520	10339	10303
1989	BA	2917201	Ituaçu	433	204	536	165	5538	5676
1989	BA	2917300	Ituberá	505	305	1433	625	6390	6787
1989	BA	2917334	Iuiú	210	13	294	5	2787	1556
1989	BA	2917359	Jaborandi	138	55	206	60	2765	2322
1989	BA	2917409	Jacaraci	290	102	313	77	5352	4528
1989	BA	2917508	Jacobina	990	696	2955	1382	25632	26498
1989	BA	2917607	Jaguaquara	562	377	1478	570	12842	13259
1989	BA	2917706	Jaguarari	531	320	1227	532	11547	11999
1989	BA	2917805	Jaguaripe	269	187	879	265	3865	4118
1989	BA	2917904	Jandaíra	184	122	282	149	2178	2249
1989	BA	2918001	Jequié	1518	1230	5124	3212	46437	44937
1989	BA	2918100	Jeremoabo	582	431	997	370	10451	10958
1989	BA	2918209	Jiquiriçá	278	135	870	253	3376	3787
1989	BA	2918308	Jitaúna	462	250	1442	469	6131	6248
1989	BA	2918357	João Dourado	224	162	742	246	6917	7416
1989	BA	2918407	Juazeiro	1399	961	3879	1906	48196	49601
1989	BA	2918456	Jucuruçu	496	70	1025	82	3950	3415
1989	BA	2918506	Jussara	316	175	621	192	5100	5356
1989	BA	2918555	Jussari	160	93	314	104	3344	3405
1989	BA	2918605	Jussiape	108	73	148	53	3900	3926
1989	BA	2918704	Lafaiete Coutinho	113	36	441	124	1905	2068
1989	BA	2918753	Lagoa Real	385	142	602	97	3975	3831
1989	BA	2918803	Laje	367	136	1152	520	6948	7254
1989	BA	2918902	Lajedão	69	56	60	66	2590	2948
1989	BA	2919009	Lajedinho	107	70	233	63	2281	2053
1989	BA	2919058	Lajedo do Tabocal	231	70	307	104	2826	2366
1989	BA	2919108	Lamarão	276	167	610	237	2810	2862
1989	BA	2919157	Lapão	261	118	561	223	8333	8675
1989	BA	2919207	Lauro de Freitas	706	561	4027	2177	24867	25823
1989	BA	2919306	Lençóis	109	63	220	99	2140	2270
1989	BA	2919405	Licínio de Almeida	365	111	355	162	4904	4786
1989	BA	2919504	Livramento de Nossa Senhora	NA	NA	NA	NA	NA	NA
1989	BA	2919553	Luís Eduardo Magalhães	NA	NA	NA	NA	NA	NA
1989	BA	2919603	Macajuba	277	194	461	183	4540	4326
1989	BA	2919702	Macarani	329	141	507	152	6328	5739
